True Id;Source;Site name;Address;Zip;Phone;Fax;Program Name;Length of Day;IDHS Provider ID;Agency;Neighborhood;Funded Enrollment;Program Option;Number per Site EHS;Number per Site HS;Director;Head Start Fund;Eearly Head Start Fund;CC fund;Progmod;Website;Executive Director;Center Director;ECE Available Programs;NAEYC Valid Until;NAEYC Program Id;Email Address;Ounce of Prevention Description;Purple binder service type;Column;Column2
570160644;CPS_Early_Childhood_Portal_scrape.csv; Marcy Newberry Association - St. John Greater Holy Temple;5701 W Midway Park ;;9480094;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
570160644;chapin_dfss_providers_2011_070212.csv;MARCY NEWBERRY ASSOCIATION ST. JOHN;5701 W MIDWAY PARK ;60644;3795533;;;;;;;MARCY NEWBERRY ASSOCIATION;AUSTIN;;;;;Willie Mae Cole;Yes;No;No;3149PS(HS Collaboration with Childcare);;;;;;;;;
570160644;DFSS_AgencySiteLies_2012.csv;Marcy Newberry Association St. John; 5701 W. Midway Park ;60644;3795533;;;;;;;Marcy Newberry Association;;;;;;;;;;;www.marcy-newberry.org;Gertrude Ricks;Willie Mae Cole;;;;;;
570160651;chapin_dfss_providers_2011_070212.csv;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO CHANNINGS CHILD CARE;5701 W DIVISION ST ;60651;4572990;;;;;;;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO;AUSTIN;;;;;Ruth Kimble;Yes;No;No;;;;;;;;;;
570160651;DFSS_AgencySiteLies_2012.csv;Easter Seals Society of Metropolitan Chicago Channings Child Care;5701 W Division St ;60651;4572990;;;;;;;Easter Seals Society of Metropolitan Chicago;;;;;;;;;;;www.easterseaslchicago.org;Barbara Zawacki;Ruth Kimble;;;;;;
572560651;chapin_dfss_providers_2011_070212.csv;CHICAGO COMMONS ASSOCIATION BETTY'S DAYCARE ACADEMY;5725 W CHICAGO AVE ;60651;2611433;;;;;;;CHICAGO COMMONS ASSOCIATION;AUSTIN;;;;;;Yes;No;No;;;;;;;;;;
572560651;DFSS_AgencySiteLies_2012.csv;Chicago Commons Association Betty's Daycare Academy;5725 W Chicago Ave ;60651;2611433;;;;;;;Chicago Commons Association;;;;;;;;;;;www.chicagocommons.org;Dan Valliere;Betty Hughes;;;;;;
573860623;CPS_Early_Childhood_Portal_scrape.csv; El Hogar del Nino/Cuidar - Blanca Alatorre;5738 S KENNETH AVE ;;;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
573860623;chapin_dfss_providers_2011_070212.csv;EL HOGAR DEL NINO FCCH-BLANCA ALATORRE;5738 S KENNETH AVE ;60623;5812872;;;;;;;EL HOGAR DEL NINO;WEST ELSDON;;;;;;Yes;Yes;No;5861PS(HS Collaboration with Childcare Homes), 5653IP(EHS Co;;;;;;;;;
574060637;CPS_Early_Childhood_Portal_scrape.csv; Carter;5740 S. Michigan Ave. ;;5350860;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
574060637;ECE Chicago Find a School scrape.csv; Carter;5740 S. Michgan Ave. ;60637;5350860;;;;;;Washington Park;;;;;;;;;;;;;PFA-REG;;;;;;;
574560651;chapin_dfss_providers_2011_070212.csv;ONWARD NEIGHBORHOOD HOUSE MCKINNEY EARLY LEARNING ACADEMY;5745 W DIVISION ST ;60651;;;;;;;;ONWARD NEIGHBORHOOD HOUSE;AUSTIN;;;;;;Yes;No;No;;;;;;;;;;
574560651;DFSS_AgencySiteLies_2012.csv;Onward Neighborhood House McKinney Early Learning Academy;5745 W Division St. ;60651;;;;;;;;Onward Neighborhood House;;;;;;;;;;;www.onwardhouse.org;Mario Garcia;;;;;;;
575360629;chapin_dfss_providers_2011_070212.csv;GADS HILL CENTER FCCH-MARIA GONZALEZ;5753 S MOZART AVE ;60629;4714975;;;;;;;GADS HILL CENTER;GAGE PARK;;;;;;No;Yes;No;5979IP(EHS Collaboration Enhanced Home IP), 5979IT(EHS Enhan;;;;;;;;;
577660659;purple_binder_early_childhood.csv; Luv N Care Day School;5776 N Lincoln Avenue ;60659;7459591;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
585060644;chapin_dfss_providers_2011_070212.csv;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO CHILDREN'S INTERNATIONAL ACADEMY;5850 W ROOSEVELT RD ;60644;2870808;;;;;;;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO;AUSTIN;;;;;Gaby  Servin;Yes;No;No;;;;;;;;;;
585060644;DFSS_AgencySiteLies_2012.csv;Easter Seals Society of Metropolitan Chicago Children's International Academy;5850 W. Roosevelt Rd. ;60644;2870808;;;;;;;Easter Seals Society of Metropolitan Chicago;;;;;;;;;;;www.easterseaslchicago.org;Barbara Zawacki;Gaby Servin;;;;;;
590060629;ECE Chicago Find a School scrape.csv; Salvation Army Lawn;5900 S. Spaulding ;60629;7332533;;;;;;Chicago Lawn;;;;;;;;;;;;;CP;;;;;;;
590060631;CPS_Early_Childhood_Portal_scrape.csv; Norwood Park;5900 N. Nina ;;5341198;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
590060631;ECE Chicago Find a School scrape.csv; Norwood Park;5900 N. Nina ;60631;5341198;;;;;;Norwood Park;;;;;;;;;;;;;PFA-REG;;;;;;;
590060631;NAEYC_accreditation.csv; Norwood Park Preschool for All;5900 North Nina Avenue  ;60631;5341162;;;;;;;;;;;;;;;;;;http://www.norwoodparkschool.com;;;;07/01/16;489732;nmtokarz@cps.edu;;
590060651;CPS_Early_Childhood_Portal_scrape.csv; Trinity Resources Unlimited, Inc. - Hope for Youth;5900 W Iowa St ;;6260323;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
590060651;CPS_Early_Childhood_Portal_scrape.csv; Trinity Resources Unlimited, Inc. - Hope for Youth;5900 W Iowa St ;;6260323;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
590060651;CPS_Early_Childhood_Portal_scrape.csv; Trinity Resources Unlimited, Inc. - Hope for Youth;5900 W Iowa St ;;6260323;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
590060651;chapin_dfss_providers_2011_070212.csv;TRINITY RESOURCES UNLIMITED, INC. HOPE FOR YOUTH;5900 W IOWA ;60651;6260322;;;;;;;TRINITY RESOURCES UNLIMITED, INC.;AUSTIN;;;;;Bernice Porter;Yes;No;No;7019PS(HS Collaboration with Childcare);;;;;;;;;
590060651;DFSS_AgencySiteLies_2012.csv;Trinity Resources Unlimited Inc Hope for Youth;5900 W. Iowa ;60651;6260322;;;;;;;Trinity Resources Unlimited Inc;;;;;;;;;;;;Marion Hayes;Yolonda Johnson;;;;;;
590060651;purple_binder_early_childhood.csv; Trinity Resources Hope for Youth;5900 W Iowa Street ;60651;6260323;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
590060660;CPS_Early_Childhood_Portal_scrape.csv; Swift;5900 N. Winthrop ;;5342695;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
590060660;ECE Chicago Find a School scrape.csv; Swift;5900 N. Winthrop ;60660;5342695;;;;;;Edgewater;;;;;;;;;;;;;PFA-REG;;;;;;;
591660644;chapin_dfss_providers_2011_070212.csv;CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ROBBIE ANTHONY;5916 W SUPERIOR ;60644;2974124;;;;;;;CAROLE ROBERTSON CENTER FOR LEARNING;AUSTIN;;;;;Jolene Martin;No;No;No;6101PS(HS Collaboration with Childcare Homes), 6101IP(EHS Co;;;;;;;;;
591660644;chapin_dfss_providers_2011_070212.csv;NORTH AVENUE DAY NURSERY FCCH-ROBBIE ANTHONY;5916 WEST SUPERIOR ;60644;2974124;;;;;;;NORTH AVENUE DAY NURSERY;AUSTIN;;;;;Sonja Anthony;No;Yes;No;6124IP(EHS Collaboration Enhanced Home IP), 6125IT(Child Car;;;;;;;;;
592160651;chapin_dfss_providers_2011_070212.csv;CAROLE ROBERTSON CENTER FOR LEARNING FCCH-SUSIE CANNON;5921 W RICE ;60651;3784342;;;;;;;CAROLE ROBERTSON CENTER FOR LEARNING;AUSTIN;;;;;Jolene Martin;Yes;Yes;No;5904PS(HS Collaboration with Childcare Homes), 5904IP(EHS Co;;;;;;;;;
592360609;CPS_Early_Childhood_Portal_scrape.csv; Kiddy Kare Preschools Little Learners;5923 W. 63rd St. ;;5815541;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
592360609;ECE Chicago Find a School scrape.csv; KKP - Little Learners Daycare;5923 W. 63rd St. ;60609;5815541;;;;;;Clearing;;;;;;;;;;;;;CP;;;;;;;
592360609;CPS_Early_Childhood_Portal_scrape.csv; El Valor - Little Learners;5923 W 63rd St ;;5815541;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
592360609;CPS_Early_Childhood_Portal_scrape.csv; El Valor - Little Learners;5923 W 63rd St ;;5815541;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
592360609;chapin_dfss_providers_2011_070212.csv;EL VALOR LITTLE LEARNERS;5923 W 63RD STREET ;60638;5815541;;;;;;;EL VALOR;CLEARING;;;;;Marilyn Gonzalez;Yes;No;No;;;;;;;;;;
592360609;DFSS_AgencySiteLies_2012.csv;El Valor Little Learners;5923 W. 63rd Street ;60638;5815541;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Paula Parrilli;;;;;;
592460644;chapin_dfss_providers_2011_070212.csv;NORTH AVENUE DAY NURSERY FCCH-SHELONDA HASSELL;5924 W OHIO AVE ;60644;;;;;;;;NORTH AVENUE DAY NURSERY;AUSTIN;;;;;;No;No;No;5985IP(EHS Collaboration Enhanced Home IP), 5986IT(Child Car;;;;;;;;;
592960651;chapin_dfss_providers_2011_070212.csv;NORTH AVENUE DAY NURSERY FCCH-CHERYL COOK;5929 W WALTON ;60651;;;;;;;;NORTH AVENUE DAY NURSERY;AUSTIN;;;;;;No;No;No;5835IT(Child Care Home IT), 5835PS(Child Care Home PS), 5835;;;;;;;;;
595460629;CPS_Early_Childhood_Portal_scrape.csv; Improved Child Care Albany Child Care;5954 S. Albany ;;7377810;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
595460629;chapin_dfss_providers_2011_070212.csv;ADA S. MCKINLEY COMMUNITY SERVICES ALBANY LOCATION;5954 S ALBANY ;60629;7377810;;;;;;;ADA S. MCKINLEY COMMUNITY SERVICES;CHICAGO LAWN;;;;;Mildred Burnside;Yes;No;No;;;;;;;;;;
595460629;DFSS_AgencySiteLies_2012.csv;Ada S. McKinley Community Services Albany Location;5954 S Albany ;60629;7377810;;;;;;;Ada S. McKinley Community Services;;;;;;;;;;;www.adasmckinley.org;George Jones, Jr.;Mildred Burnside;;;;;;
595860636;ECE Chicago Find a School scrape.csv; Children's Home Englewood Family Center;5958 S. Marshfield ;60636;4766998;;;;;;West Englewood;;;;;;;;;;;;;CP;;;;;;;
600660621;CPS_Early_Childhood_Portal_scrape.csv; Nicholson;6006 S. Peoria ;;5353285;;Head Start;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
600660621;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS NICHOLSON MATH AND SCIENCE;6006 S PEORIA ST ;60621;5353285;;;;;;;CHICAGO PUBLIC SCHOOLS;ENGLEWOOD;;;;;Mr. Rodney L.  Hull;Yes;No;No;;;;;;;;;;
600660621;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Nicholson Math and Science;6006 S Peoria St ;60621;5353285;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Mr. Rodney L. Hull;;;;;;
600660621;ECE Chicago Find a School scrape.csv; Nicholson;6006 S. Peoria ;60621;5353285;;;;;;Englewood;;;;;;;;;;;;;HS-FD;;;;;;;
601060632;chapin_dfss_providers_2011_070212.csv;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO LIZ-NEY-LAND #2;6010 S PULASKI ;60632;5828355;;;;;;;EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO;WEST LAWN;;;;;Liz Medrano;Yes;No;No;;;;;;;;;;
601060632;DFSS_AgencySiteLies_2012.csv;Easter Seals Society of Metropolitan Chicago Liz-Ney-Land #2;6010 S. Pulaski ;60632;5828355;;;;;;;Easter Seals Society of Metropolitan Chicago;;;;;;;;;;;www.easterseaslchicago.org;Barbara Zawacki;Liz Medrano ;;;;;;
601160629;CPS_Early_Childhood_Portal_scrape.csv; Morrill;6011 S. Rockwell ;;5359288;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
601160629;ECE Chicago Find a School scrape.csv; Morrill;6011 S. Rockwell  ;60629;5359288;;;;;;Chicago Lawn;;;;;;;;;;;;;PFA-REG;;;;;;;
601460621;chapin_dfss_providers_2011_070212.csv;HULL HOUSE ASSOCIATION BOTTLES TO BOOKS LEARNING CENTER;6014 S RACINE ;60621;4345772;;;;;;;HULL HOUSE ASSOCIATION;WEST ENGLEWOOD;;;;;Tamika Daniels;Yes;No;No;;;;;;;;;;
602060636;chapin_dfss_providers_2011_070212.csv;SALVATION ARMY FCCH-SHIRLEY OLIVER;6020 S PAULINA ;60636;9126264;;;;;;;SALVATION ARMY;WEST ENGLEWOOD;;;;;Kelli Kemp;No;Yes;No;5989IP(EHS Collaboration Enhanced Home IP), 5989IT(EHS Enhan;;;;;;;;;
602060636;NAEYC_accreditation.csv; Academy of Saint Benedict the African, Laflin Campus;6020 South Laflin  ;60636;7763316;;;;;;;;;;;;;;;;;;http://www.academystbenedict.org;;;;08/01/16;307193;pmurphy@archchicago.org;;
602060637;CPS_Early_Childhood_Portal_scrape.csv; Sexton, Austin O.;6020 S. Langley ;;5350640;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;
602060637;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS SEXTON, AUSTIN O.;6020 S LANGLEY ;60637;5350640;;;;;;;CHICAGO PUBLIC SCHOOLS;WOODLAWN;;;;;Mrs. Ginger V. Bryant;Yes;No;No;;;;;;;;;;
602060637;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Sexton, Austin O.;6020 S. Langley ;60637;5350640;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Mrs. Ginger V. Bryant;;;;;;
602060637;ECE Chicago Find a School scrape.csv; Sexton, A .O.;6020 S. Langley ;60637;5350640;;;;;;Woodlawn;;;;;;;;;;;;;HS-HD;;;;;;;
604060637;purple_binder_early_childhood.csv; Woodlawn Organization;6040 S Harper Avenue ;60637;2885840;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
604160639;CPS_Early_Childhood_Portal_scrape.csv; Belmont-Cragin-Socrates;6041 W. Diversey ;;5343318;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
604160639;ECE Chicago Find a School scrape.csv; Belmont-Cragin;6041 W. Diversey  ;60639;5343318;;;;;;Belmont Cragin;;;;;;;;;;;;;PFA-REG TS;;;;;;;
604160639;NAEYC_accreditation.csv; Belmont Cragin Early Childhood Center;6041 W. Diversey Avenue  ;60639;5343318;;;;;;;;;;;;;;;;;;;;;;08/01/16;723729;mmoya-leanga@cps.edu;;
610060639;CPS_Early_Childhood_Portal_scrape.csv; Onward Neighborhood House - Lee's Cuddles N Care;6100 W North Ave ;;7458054;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
610060639;chapin_dfss_providers_2011_070212.csv;ONWARD NEIGHBORHOOD HOUSE LEE'S CUDDLES N CARE;6100 W NORTH AVENUE ;60639;7458054;;;;;;;ONWARD NEIGHBORHOOD HOUSE;AUSTIN;;;;;Anndrella Lee;Yes;No;No;;;;;;;;;;
610060639;DFSS_AgencySiteLies_2012.csv;Onward Neighborhood House Lee's Cuddles N Care;6100 W. North Avenue ;60639;7458054;;;;;;;Onward Neighborhood House;;;;;;;;;;;www.onwardhouse.org;Mario Garcia;Anndrella Lee ;;;;;;
610860638;CPS_Early_Childhood_Portal_scrape.csv; Dore;6108 S. Natoma Ave. ;;5352080;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
610860638;ECE Chicago Find a School scrape.csv; Dore;6108 S. Natoma ;60638;5352080;;;;;;Clearing;;;;;;;;;;;;;PFA-REG;;;;;;;
611060629;chapin_dfss_providers_2011_070212.csv;GADS HILL CENTER FCCH-SARA ORTEGA SITE;6110 S MOZART ;60629;2511196;;;;;;;GADS HILL CENTER;CHICAGO LAWN;;;;;Celina Orozco;No;No;No;5707IP(EHS Collaboration Enhanced Home IP), 5713IT(Child Car;;;;;;;;;
611060659;ECE Chicago Find a School scrape.csv; Clinton;6110 N. Fairfield ;60659;5342025;;;;;;West Ridge;;;;;;;;;;;;;PFA-REG;;;;;;;
612160636;ECE Chicago Find a School scrape.csv; Earle;6121 S. Hermitage ;60636;5359130;;;;;;West Englewood;;;;;;;;;;;;;PFA-REG;;;;;;;
614060638;CPS_Early_Childhood_Portal_scrape.csv; Hale;6140 S. Melvina ;;5352265;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
614060638;ECE Chicago Find a School scrape.csv; Hale;6140 S. Melvina ;60638;5352265;;;;;;Clearing;;;;;;;;;;;;;PFA-REG;;;;;;;
614560637;CPS_Early_Childhood_Portal_scrape.csv; Fiske;6145 S. Ingleside ;;5350990;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;
614560637;CPS_Early_Childhood_Portal_scrape.csv; Fiske;6145 S. Ingleside ;;5350990;;Head Start/Prekindergarten For;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
614560637;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS FISKE, JOHN;6145 SOUTH INGLESIDE ;60637;5350990;;;;;;;CHICAGO PUBLIC SCHOOLS;WOODLAWN;;;;;Ms. Cynthia  Miller;Yes;No;No;;;;;;;;;;
614560637;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Fiske, John;6145 South Ingleside ;60637;5350990;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Cynthia Miller;;;;;;
614560637;ECE Chicago Find a School scrape.csv; Fiske;6145 S. Ingleside ;60637;5350990;;;;;;Woodlawn;;;;;;;;;;;;;HS-HD;;;;;;;
620060637;ECE Chicago Find a School scrape.csv; YWCA Harris;6200 S. Drexel ;60637;6670014;;;;;;Woodlawn;;;;;;;;;;;;;CP;;;;;;;
620060637;purple_binder_early_childhood.csv; Kids Hope United - Harris Child Development Center;6200 S Drexel Avenue ;60637;3245612;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
620160621;purple_binder_early_childhood.csv; Kinara Community Services Day Care Center;6201 S Sangamon Street ;60621;3710720;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
620660636;CPS_Early_Childhood_Portal_scrape.csv; Woods;6206 S. Racine ;;5359250;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
620660636;ECE Chicago Find a School scrape.csv; Woods;6206 S. Racine ;60636;5359250;;;;;;West Englewood;;;;;;;;;;;;;PFA-REG;;;;;;;
620660659;CPS_Early_Childhood_Portal_scrape.csv; Solomon;6206 N. Hamlin ;;5345226;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
620660659;ECE Chicago Find a School scrape.csv; Solomon;6206 N. Hamlin ;60659;5345226;;;;;;North Park;;;;;;;;;;;;;PFA-REG;;;;;;;
622060631;CPS_Early_Childhood_Portal_scrape.csv; Edison Park;6220 N. Olcott ;;5341209;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
622060631;ECE Chicago Find a School scrape.csv; Edison;6220 N. Olcott ;60631;5340960;;;;;;Norwood Park;;;;;;;;;;;;;PFA-REG;;;;;;;
622560637;CPS_Early_Childhood_Portal_scrape.csv; Centers For New Horizons - Washington Park South Learning Center;6225 S Wabash Ave ;;6672065;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
622560637;CPS_Early_Childhood_Portal_scrape.csv; Center for New Horizons Washington Park;6225 S. Wabash ;;6672065;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
622560637;CPS_Early_Childhood_Portal_scrape.csv; Centers For New Horizons - Washington Park South Learning Center;6225 S Wabash Ave ;;6672065;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
622560637;CPS_Early_Childhood_Portal_scrape.csv; Centers For New Horizons - Washington Park South Learning Center;6225 S Wabash Ave ;;6672065;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
622560637;ECE Chicago Find a School scrape.csv; Centers For New Horizons Washington Pk;6225 S. Wabash ;60637;6672065;;;;;;Washington Park;;;;;;;;;;;;;CP;;;;;;;
622560637;purple_binder_early_childhood.csv; Centers for New Horizons Washington Park;6225 S Wabash Avenue ;60637;6672065;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
624560637;CPS_Early_Childhood_Portal_scrape.csv; Boys and Girls Clubs of Chicago - Yancey;6245 S Wabash Ave ;;3634733;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
624560637;CPS_Early_Childhood_Portal_scrape.csv; Boys & Girls Clubs John L. Yancey;6245 S. Wabash ;;3634733;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
624560637;CPS_Early_Childhood_Portal_scrape.csv; Boys and Girls Clubs of Chicago - Yancey;6245 S Wabash Ave ;;3634733;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
624560637;ECE Chicago Find a School scrape.csv; B & G John Yancey;6245 S. Wabash ;60637;3634733;;;;;;Washington Park;;;;;;;;;;;;;CP;;;;;;;
624560637;purple_binder_early_childhood.csv; Boys & Girls Clubs of Chicago - Yancey;6245 S Wabash Avenue ;60637;3634733;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
625560638;NAEYC_accreditation.csv; Little Learners Preschool, Inc.;6255 South Mayfield  ;60638;5815541;;;;;;;;;;;;;;;;;;;;;;09/01/16;725678;;;
628760638;CPS_Early_Childhood_Portal_scrape.csv; El Valor - Kidz Colony;6287 S Archer Ave ;;7678522;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
628760638;CPS_Early_Childhood_Portal_scrape.csv; Kiddy Kare Preschools Kidz Colony;6287 S. Archer ;;7678522;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
628760638;CPS_Early_Childhood_Portal_scrape.csv; El Valor - Kidz Colony;6287 S Archer Ave ;;7678522;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
628760638;chapin_dfss_providers_2011_070212.csv;EL VALOR KIDZ COLONY;6287 SOUTH ARCHER AVE ;60638;7678522;;;;;;;EL VALOR;GARFIELD RIDGE;;;;;Joy Avila;Yes;No;No;;;;;;;;;;
628760638;DFSS_AgencySiteLies_2012.csv;El Valor Kidz Colony;6287 South Archer Ave ;60638;7678522;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Joy Avila;;;;;;
628760638;ECE Chicago Find a School scrape.csv; KKP - Kidz Colony;6287 S. Archer ;60638;7670844;;;;;;Garfield Ridge;;;;;;;;;;;;;CP;;;;;;;
630160621;purple_binder_early_childhood.csv; Kennedy-King College;6301 S Halsted Street ;60621;6025340;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
631160637;CPS_Early_Childhood_Portal_scrape.csv; Dulles;6311 S. Calumet ;;5350690;;Head Start;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
631160637;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS DULLES, JOHN FOSTER;6311 SOUTH CALUMET ;60637;5350690;;;;;;;CHICAGO PUBLIC SCHOOLS;GREATER GRAND CROSSING;;;;;Ms. Pamela Creed;Yes;No;No;;;;;;;;;;
631160637;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Dulles, John Foster;6311 South Calumet ;60637;5350690;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Pamela Creed;;;;;;
631160637;ECE Chicago Find a School scrape.csv; Dulles;6311 S. Calumet ;60637;5350690;;;;;;Greater Grand Crossing;;;;;;;;;;;;;HS-HD;;;;;;;
633060637;CPS_Early_Childhood_Portal_scrape.csv; YMCA of Metropolitan Chicago - South Side YMCA;6330 S Stony Island Ave ;;9470700;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
633060637;CPS_Early_Childhood_Portal_scrape.csv; YMCA South Side;6330 S. Stony Island ;;9470700;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;
633060637;CPS_Early_Childhood_Portal_scrape.csv; YMCA of Metropolitan Chicago - South Side YMCA;6330 S Stony Island Ave ;;9470700;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
633060637;CPS_Early_Childhood_Portal_scrape.csv; YMCA of Metropolitan Chicago - South Side YMCA;6330 S Stony Island Ave ;;9470700;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
633060637;CPS_Early_Childhood_Portal_scrape.csv; YMCA of Metropolitan Chicago - South Side YMCA;6330 S Stony Island Ave ;;9470700;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;
633060637;chapin_dfss_providers_2011_070212.csv;YMCA OF METROPOLITAN CHICAGO SOUTH SIDE;6330 S STONY ISLAND ;60637;7739470;;;;;;;YMCA OF METROPOLITAN CHICAGO;WOODLAWN;;;;;Bobbie Dickens;Yes;Yes;Yes;2695IT(Child Care IT Center), 7144PS(HS Collaboration with C;;;;;;;;;
633060637;DFSS_AgencySiteLies_2012.csv;YMCA of Metropolitan Chicago South Side;6330 S. Stony Island ;60637;7739470;;;;;;;YMCA of Metropolitan Chicago;;;;;;;;;;;www.ymcachicago.org;Dorothy Cole-Gary;Bobbie Dickens ;;;;;;
633060637;ECE Chicago Find a School scrape.csv; YMCA South Side;6330 S Stony Island ;60637;9470700;;;;;;Woodlawn;;;;;;;;;;;;;CP;;;;;;;
633060637;NAEYC_accreditation.csv; South Side YMCA Day Care;6330 S. Stony Island  ;60637;3262570;;;;;;;;;;;;;;;;;;http://www.ymcachicago.org;;;;11/30/14;282881;BDickens@ymcachicago.org;;
633060637;purple_binder_early_childhood.csv; YMCA South Side;6330 S Stony Island Avenue ;60637;9470700;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
633360639;CPS_Early_Childhood_Portal_scrape.csv; Lovett;6333 W. Bloomingdale ;;5343130;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;
633360639;ECE Chicago Find a School scrape.csv; Lovett;6333 W. Bloomingdale ;60639;5343130;;;;;;Austin;;;;;;;;;;;;;PFA-REG;;;;;;;
640060637;purple_binder_early_childhood.csv; First Presbyterian Church;6400 S Kimbark Avenue ;60637;3630505;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care
640160629;CPS_Early_Childhood_Portal_scrape.csv; El Valor - Teddy Bear 3 Pulaski;6401 S Pulaski RD ;;;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;
