Id;Source;Site_name;Address;Zip;Phone;Fax;Program_Name;Length_of_Day;IDHS_Provider_ID;Agency;Neighborhood;Funded_Enrollment;Program_Option;Number_per_Site_EHS;Number_per_Site_HS;Director;Head_Start_Fund;Eearly_Head_Start_Fund;CC_fund;Progmod;Website;Executive_Director;Center_Director;ECE_Available_Programs;NAEYC_Valid_Until;NAEYC_Program_Id;Email_Address;Ounce_of_Prevention_Description;Purple_binder_service_type;Column;Column2;PAIR_ID;SCORE;LABEL
123460651;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS CAMERON, DANIEL R.;1234 N MONTICELLO;60651;5344290;;;;;;;CHICAGO PUBLIC SCHOOLS;HUMBOLDT PARK;;;;;David Kovach;Yes;No;No;;;;;;;;;;; r._11;0.3494542717350395;no
431460653;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Center - King;4314 S. Cottage Grove;;7472310;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; - king_5;;
431460653;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre - Lincoln - King;4314 S Cottage Grove Ave;;7472310;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; - king_5;0.792623259315017;yes
214160616;CPS_Early_Childhood_Portal_scrape.csv;Chinese American Service League - Chinese American Service League;2141 S Tan Ct;;7910418;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;chinese american service league_2;;
214160616;CPS_Early_Childhood_Portal_scrape.csv;Chinese American Service League;2141 S. Tan Ct.;;7910454;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;chinese american service league_2;0.7461422657132104;yes
170160622;CPS_Early_Childhood_Portal_scrape.csv;Erie Neighborhood House - Erie Community Center;1701 W Superior St;;5635800;;Early Head Start;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;erie neighborhood house - erie community center_1;;
170160622;CPS_Early_Childhood_Portal_scrape.csv;Erie Neighborhood House - Erie Community Center;1701 W Superior St;;5635800;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;erie neighborhood house - erie community center_1;1.0;yes
90260627;CPS_Early_Childhood_Portal_scrape.csv;Wheatley CPC;902 E. 133rd Pl;;5355718;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;wheatley cpc_2;;
90260627;ECE Chicago Find a School scrape.csv;Wheatley CPC;902 E. 133rd Pl;60627;5355718;;;;;;Riverdale;;;;;;;;;;;;;CPC-FD;;;;;;;;wheatley cpc_2;1.0;yes
153960623;purple_binder_early_childhood.csv;Marcy Newberry Association - Marcy Center;1539 S Springfield Avenue;60623;7612300;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; marcy center_25;;
153960623;ECE Chicago Find a School scrape.csv;Marcy Newberry Marcy Center;1539 S. Springfield;60623;7622300;;;;;;North Lawndale;;;;;;;;;;;;;CP;;;;;;;; marcy center_25;0.7461422657132104;yes
481560632;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS EDWARDS, RICHARD;4815 S KARLOV AVE;60632;5354875;;;;;;;CHICAGO PUBLIC SCHOOLS;ARCHER HEIGHTS;;;;;Mrs. Judith  Sauri;Yes;No;No;;;;;;;;;;;ichael-ichard_5;;
183960647;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Yates, Richard;1839 N. Richmond;60647;5344550;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Mr. Harry Randell ;;;;;;;ichael-ichard_5;0.36206247647722994;no
452660653;ECE Chicago Find a School scrape.csv;St. Paul-Chaney Ford Child Care;4526 S. Wabash;60653;2858721;;;;;;Grand Boulevard;;;;;;;;;;;;;CP;;;;;;;;st. paul-chaney ford child care_0;;
452660653;purple_binder_early_childhood.csv;St. Paul-Chaney Ford Child Care;4528 S Wabash Avenue;60653;2858721;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;st. paul-chaney ford child care_0;1.0;yes
111060657;DFSS_AgencySiteLies_2012.csv;Thresholds Thresholds Mothers' Project;1110 W. Belmont;60613;5373290;;;;;;;Thresholds;;;;;;;;;;;www.thresholds.org;Ayana Kiklas;Ayana Kiklas;;;;;;;thresholds mothers' project_5;;
111060657;ECE Chicago Find a School scrape.csv;Thresholds Mothers' Project;1110 W. Belmont;60657;4720328;;;;;;Lake View;;;;;;;;;;;;;CP;;;;;;;;thresholds mothers' project_5;0.7576213774934136;yes
97560627;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Dorothy Gautreaux / CYC;975 E 132nd St;;2911000;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; cyc- cycle_37;;
322260651;CPS_Early_Childhood_Portal_scrape.csv;Chicago Youth Centers - Centro Nuestro / CYC;3222 W Division Ave;;4893157;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; cyc- cycle_37;0.7531050056454648;no
430160653;CPS_Early_Childhood_Portal_scrape.csv;Centers For New Horizons - Effie Ellis;4301 S Cottage Grove Ave;;;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;centers for new horizons - effie ellis_5;;
430160653;CPS_Early_Childhood_Portal_scrape.csv;Centers For New Horizons - Effie Ellis;4301 S Cottage Grove Ave;;;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;centers for new horizons - effie ellis_5;1.0;yes
241460623;purple_binder_early_childhood.csv;Our Lady of Tepeyac Early Childhood Center;2414 S Albany Avenue;60623;2775888;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; early childhood center_2;;
332060651;Ounce of Prevention - Site Locations.csv;Casa Central - Munoz Marin-Lowell Early Childhood Center;3320 W. Evergreen Ave.;60651;5344315;;;;;;;;;;;;;;;;;;;;;;;Humboldt Park Community  Serves children ages 3-5;;;; early childhood center_2;0.6544975536319156;no
250760614;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Greenview;2507 N Greenview Ave;;4721083;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;christopher house - christopher house - greenview_2;;
250760614;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Greenview;2507 N Greenview Ave;;4721083;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;christopher house - christopher house - greenview_2;1.0;yes
430060618;DFSS_AgencySiteLies_2012.csv;Korean American Community Services Korean American Community Services;4300 N. California;60618;5838281;;;;;;;Korean American Community Services;;;;;;;;;;;www.kacschicago.org;In chul Choi;Hye K. Choi;;;;;;;korean american community services_17;;
430060618;CPS_Early_Childhood_Portal_scrape.csv;Korean American Community Services - Korean American Community Services;4300 N California Ave;;5838281;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;korean american community services_17;0.8443733534060971;yes
213560625;ECE Chicago Find a School scrape.csv;Chappell;2135 W. Foster;60625;5342390;;;;;;Lincoln Square;;;;;;;;;;;;;PFA-REG;;;;;;;;pel-pell_2;;
213560625;CPS_Early_Childhood_Portal_scrape.csv;Chappell;2135 W. Foster;;5342390;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;pel-pell_2;1.0;yes
110060607;CPS_Early_Childhood_Portal_scrape.csv;Catholic Charities - Cordi-Marian;1100 S. May Street;;6663787;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; - cordi-marian_0;;
110060607;purple_binder_early_childhood.csv;Catholic Charities Chicago - Cordi-Marian;1100 S May Street;60607;6663787;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care; - cordi-marian_0;0.7922468949943545;yes
22360624;ECE Chicago Find a School scrape.csv;Tilton;223 N. Keeler Av.;60624;5346746;;;;;;West Garfield Park;;;;;;;;;;;;;PFA-REG;;;;;;;;ilton_4;;
165060657;CPS_Early_Childhood_Portal_scrape.csv;Hamilton;1650 W. Cornelia;;5345484;;Tuition Based Preschool;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;ilton_4;0.7066240120436582;no
431460653;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre - Lincoln - King;4314 S Cottage Grove Ave;;7472310;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;abraham lincoln centre - lincoln - king_2;;
431460653;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre - Lincoln - King;4314 S Cottage Grove Ave;;7472310;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;abraham lincoln centre - lincoln - king_2;1.0;yes
3801;CPS_Early_Childhood_Portal_scrape.csv;Ada S. McKinley Community Services - McKinley - St. Thomas;3801 S Wabash Ave;;2850617;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;ada s. mckinley community services - mckinley - st. thomas_0;;
3801;CPS_Early_Childhood_Portal_scrape.csv;Ada S. McKinley Community Services - McKinley - St. Thomas;3801 S Wabash Ave;;2850617;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ada s. mckinley community services - mckinley - st. thomas_0;1.0;yes
144960623;purple_binder_early_childhood.csv;Our Lady of Lourdes Early Childhood Center;1449 S Keeler Avenue;60623;5213126;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;s early childhood center_2;;
362560609;CPS_Early_Childhood_Portal_scrape.csv;V.F. Thomas Early Childhood Center;3625 S. Hoyne Ave;;5354088;;Head Start;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;s early childhood center_2;0.7030485509973654;no
250760614;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Greenview;2507 N Greenview Ave;;4721083;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;christopher house - christopher house - greenview_0;;
250760614;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christopher House - Greenview;2507 N Greenview Ave;;4721083;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;christopher house - christopher house - greenview_0;1.0;yes
234560623;CPS_Early_Childhood_Portal_scrape.csv;Farragut;2345 S. Christiana;;5341300;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;farragut_0;;
234560623;ECE Chicago Find a School scrape.csv;Farragut;2345 S. Christiana;60623;5341300;;;;;;South Lawndale;;;;;;;;;;;;;PFA-REG;;;;;;;;farragut_0;1.0;yes
200160616;CPS_Early_Childhood_Portal_scrape.csv;Henry Booth House - Loop;2001 S Michigan Ave;;2258828;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; loop_11;;
200160616;DFSS_AgencySiteLies_2012.csv;Henry Booth House Loop;2001 S Michigan;60616;2258828;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;Ms. Gregg;;;;;;; loop_11;0.8281896876176138;yes
214160616;CPS_Early_Childhood_Portal_scrape.csv;Chinese American Service League - Chinese American Service League;2141 S Tan Ct;;7910418;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;chinese american service league - chinese american service league_2;;
214160616;CPS_Early_Childhood_Portal_scrape.csv;Chinese American Service League - Chinese American Service League;2141 S Tan Ct;;7910418;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;chinese american service league - chinese american service league_2;1.0;yes
265360608;DFSS_AgencySiteLies_2012.csv;Gads Hill Center GH Sinai Community Ogden;2653 W. Ogden;60608;5211196;;;;;;;Gads Hill Center;;;;;;;;;;;www.gadshillcenter.org;Barbara Castellan;Rick Baldwin;;;;;;;ogden_5;;
265360608;CPS_Early_Childhood_Portal_scrape.csv;Gads Hill Center - Sinai Community/Ogden;2653 W Ogden Ave;;5211196;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ogden_5;0.8281896876176138;yes
290560618;CPS_Early_Childhood_Portal_scrape.csv;Mary Crane League - Mary Crane - North;2905 N Leavitt St;;9753322;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; north_1;;
283360612;CPS_Early_Childhood_Portal_scrape.csv;Calhoun North;2833 W. Adams Street;;5346940;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;; north_1;0.35961610839292435;no
405560624;CPS_Early_Childhood_Portal_scrape.csv;Hansberry CPC;4055 W. Arthington;;5346931;;Head Start/Child Parent Center;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;hansberry cpc_0;;
405560624;CPS_Early_Childhood_Portal_scrape.csv;Hansberry CPC;4055 W. Arthington;;5346931;;Child Parent Center;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;hansberry cpc_0;1.0;yes
430160653;CPS_Early_Childhood_Portal_scrape.csv;Centers For New Horizons - Effie Ellis;4301 S Cottage Grove Ave;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;centers for new horizons - effie ellis_1;;
430160653;CPS_Early_Childhood_Portal_scrape.csv;Centers For New Horizons - Effie Ellis;4301 S Cottage Grove Ave;;;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;centers for new horizons - effie ellis_1;1.0;yes
384960629;ECE Chicago Find a School scrape.csv;Hurley;3849 W. 69Th St;60629;5352068;;;;;;West Lawn;;;;;;;;;;;;;HS-HD;;;;;;;;urley_2;;
163060657;ECE Chicago Find a School scrape.csv;Burley;1630 W. Barry;60657;5345475;;;;;;Lake View;;;;;;;;;;;;;PFA-REG;;;;;;;;urley_2;0.7992096349266089;no
181560612;chapin_dfss_providers_2011_070212.csv;NORTH AVENUE DAY NURSERY FCCH-EMMA TURNER;1815 W MONROE;60612;;;;;;;;NORTH AVENUE DAY NURSERY;NEAR WEST SIDE;;;;;;No;Yes;Yes;5803IP(EHS Collaboration Enhanced Home IP), 5805IT(Child Car;;;;;;;;;;rner-rnia_2;;
150860651;chapin_dfss_providers_2011_070212.csv;MARCY NEWBERRY ASSOCIATION FCCH-MELVIN TURNER;1508 W MONITOR;60651;;;;;;;;MARCY NEWBERRY ASSOCIATION;AUSTIN;;;;;;No;Yes;No;5969IP(EHS Collaboration Enhanced Home IP), 5970IT(Child Car;;;;;;;;;;rner-rnia_2;0.6260820474219044;no
325560647;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christoper House - Logan Square;3255 W Altgeld St;;2354073;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;christopher house - christoper house - logan square_0;;
325560647;CPS_Early_Childhood_Portal_scrape.csv;Christopher House - Christoper House - Logan Square;3255 W Altgeld St;;2354073;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;christopher house - christoper house - logan square_0;1.0;yes
5460612;CPS_Early_Childhood_Portal_scrape.csv;Brown;54 N. Hermitage;;5347250;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;rown_3;;
212860623;ECE Chicago Find a School scrape.csv;Crown;2128 S. St. Louis Ave;60623;5341680;;;;;;North Lawndale;;;;;;;;;;;;;PFA-REG;;;;;;;;rown_3;0.7922468949943545;no
74460612;CPS_Early_Childhood_Portal_scrape.csv;Chicago Commons Association - Nia Family Center;744 N Monticello Ave;;8266971;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;chicago commons association - nia family center_4;;
74460612;CPS_Early_Childhood_Portal_scrape.csv;Chicago Commons Association - Nia Family Center;744 N Monticello Ave;;8266971;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;chicago commons association - nia family center_4;1.0;yes
340060629;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS EBERHART, JOHN F.;3400 W 65TH PL;60629;5359190;;;;;;;CHICAGO PUBLIC SCHOOLS;CHICAGO LAWN;;;;;Nneka Gunn;Yes;No;No;;;;;;;;;;;n f._4;;
163160626;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Gale Comm. Acad., Stephen F.;1631 W. Jonquil Terrace;60626;5342100;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Cassandra Washington;;;;;;;n f._4;0.3216033120060218;no
214160616;CPS_Early_Childhood_Portal_scrape.csv;Chinese American Service League - Chinese American Service League;2141 S Tan Ct;;7910418;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;chinese american service league_7;;
214160616;CPS_Early_Childhood_Portal_scrape.csv;Chinese American Service League;2141 S. Tan Ct.;;7910454;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;chinese american service league_7;0.7461422657132104;yes
465060644;CPS_Early_Childhood_Portal_scrape.csv;Home of Life Community Dev. Corp. - Home of Life Community Development;4650 W Madison St;;6268655;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; development_22;;
31660624;CPS_Early_Childhood_Portal_scrape.csv;Bethel New Life Bethel Child Development;316 N. Pulaski;;2653830;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; development_22;0.45107263831388783;no
195160608;CPS_Early_Childhood_Portal_scrape.csv;El Valor - Guadalupe Reyes Children & Family Center;1951 W 19th St;;9972021;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; guadalupe reyes children & family center_0;;
195160608;DFSS_AgencySiteLies_2012.csv;El Valor Guadalupe Reyes Children & Family Center;1951 W. 19th St.;60608;9972021;;;;;;;El Valor;;;;;;;;;;;www.elvalor.org;Vincent Allocco;Rosa Moreno ;;;;;;; guadalupe reyes children & family center_0;0.8375987956341738;yes
425760624;DFSS_AgencySiteLies_2012.csv;Chicago Public Schools Goldblatt, Nathan R.;4257 W. Adams;60624;5346860;;;;;;;Chicago Public Schools;;;;;;;;;;;www.cps.edu;Paula Cottone;Ms. Yvette R. Currington;;;;;;;chicago public schools goldblatt, nathan r._0;;
425760624;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS GOLDBLATT, NATHAN R.;4257 W ADAMS;60624;5346860;;;;;;;CHICAGO PUBLIC SCHOOLS;WEST GARFIELD PARK;;;;;Ms. Yvette R.  Currington;Yes;No;No;;;;;;;;;;;chicago public schools goldblatt, nathan r._0;1.0;yes
71160628;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre Roseland;7 E. 119th St.;;2647633;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; roseland_13;;
71160628;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Centre - Lincoln - Roseland;7 E 119th St;;2647632;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; roseland_13;0.7758750470455401;yes
250760614;chapin_dfss_providers_2011_070212.csv;CHRISTOPHER HOUSE GREENVIEW;2507 N GREENVIEW;60614;4721083;;;;;;;CHRISTOPHER HOUSE;LINCOLN PARK;;;;;Aimee Washington;Yes;No;No;2681IT(Child Care IT Center), 3406PS(HS Collaboration with C;;;;;;;;;;christopher house greenview_4;;
250760614;DFSS_AgencySiteLies_2012.csv;Christopher House Greenview;2507 N. Greenview;60614;4721083;;;;;;;Christopher House;;;;;;;;;;;www.christopherhouse.org;Lori Baas;Aimee Washington;;;;;;;christopher house greenview_4;1.0;yes
142060608;ECE Chicago Find a School scrape.csv;Pilsen;1420 W. 17Th St.;60608;5347675;;;;;;Lower West Side;;;;;;;;;;;;;HS-HD;;;;;;;;pilsen_6;;
142060608;CPS_Early_Childhood_Portal_scrape.csv;Pilsen;1420 W. 17Th St.;;5347675;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;pilsen_6;1.0;yes
441060638;CPS_Early_Childhood_Portal_scrape.csv;Hull House Association - Leclaire-Ryder Day Care / Hull House;4410 S Laporte Ave;;7675170;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;re / hull house_11;;
475460625;CPS_Early_Childhood_Portal_scrape.csv;Hull House Association - Lincoln Square / Hull House;4754 N Leavitt St;;8788651;;State Pre-Kindergarten;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;re / hull house_11;0.7602559277380504;no
63860609;CPS_Early_Childhood_Portal_scrape.csv;Dewey CPC;638 W. 54Th Pl.;;5351671;;Child Parent Center;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;ey cpc_33;;
90260627;CPS_Early_Childhood_Portal_scrape.csv;Wheatley CPC;902 E. 133rd Pl;;5355718;;Child Parent Center;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;;ey cpc_33;0.6910048927361686;no
93260607;CPS_Early_Childhood_Portal_scrape.csv;Haymarket Center - Haymarket Center;932 W Washington Blvd;;2267984;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;;haymarket center_4;;
93260607;purple_binder_early_childhood.csv;Haymarket Center;932 W. Washington Blvd;60607;2267984;;;;;;;;;;;;;;;;;;;;;;;;;;Early Head Start;haymarket center_4;0.7352277004140008;yes
2801;CPS_Early_Childhood_Portal_scrape.csv;Boys and Girls Clubs of Chicago - Little Village;2801 S Ridgeway Ave;;7626100;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;; villa- village_57;;
262060623;CPS_Early_Childhood_Portal_scrape.csv;Little Village;2620 S. Lawndale;;5341880;;Prekindergarten For All;3-4 hours;;;;;;;;;;;;;;;;;;;;;;;; villa- village_57;0.41870530673692136;no
190060612;CPS_Early_Childhood_Portal_scrape.csv;Board Trustees-City Colleges of Chicago - Malcolm X College;1900 W Van Buren St;;8507000;;Child Care;EXTENDED DAY;;;;;;;;;;;;;;;;;;;;;;;; college_21;;
71060621;DFSS_AgencySiteLies_2012.csv;Board Trustees-City Colleges of Chicago Kennedy-King College;710 W 65th Building Z;60621;6025481;;;;;;;Board Trustees-City Colleges of Chicago;;;;;;;;;;;www.ccc.edu;Phyllis Daniels-Ward;Guadalupe Pacias;;;;;;; college_21;0.7922468949943545;no
113460640;purple_binder_early_childhood.csv;South East Asia Center;1134 W Ainslie Street;60640;9897433;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;a center_19;;
131260608;CPS_Early_Childhood_Portal_scrape.csv;Marcy Newberry Association - FOSCO ABLA Center;1312 S Racine Ave;;7466024;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;a center_19;0.4012043658261197;no
321560428;IDHS_child_care_provider_list.csv;Community Mennonite;3215 West 162nd Street Markham;60428;3331232;(708) 333-1248;;;9237-3517-0633-007;;;;;;;;;;;;;;;;;;;;;;;nite-nited_1;;
11160601;purple_binder_early_childhood.csv;Kids Hope United;111 E Wacker Drive;60601;9226733;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;nite-nited_1;0.38295069627399325;no
330060618;CPS_Early_Childhood_Portal_scrape.csv;Concordia Child Care Center Avondale;3300 N. Whipple;;4631600;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; avondale_0;;
303060618;CPS_Early_Childhood_Portal_scrape.csv;A-Karrasel - Avondale;3030 N. Kedzie;;4636151;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; avondale_0;0.5154309371471585;no
132660623;CPS_Early_Childhood_Portal_scrape.csv;Henson;1326 S. Avers Ave;;5341804;;Head Start/Child Parent Center;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;nson_24;;
422560653;CPS_Early_Childhood_Portal_scrape.csv;Robinson;4225 S. Lake Park;;5351777;;Head Start;5-6 hours;;;;;;;;;;;;;;;;;;;;;;;;nson_24;0.6544975536319156;no
154560626;CPS_Early_Childhood_Portal_scrape.csv;Mary Crane League - Mary Crane - Morse;1545 W Morse Ave;;2621390;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;morse-morse)_4;;
154560626;CPS_Early_Childhood_Portal_scrape.csv;Mary Crane Morse;1545 W. Morse;;2621390;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;morse-morse)_4;0.7039894617990214;yes
292960616;DFSS_AgencySiteLies_2012.csv;Henry Booth House Near South;2929 S. Wabash;60616;7910424;;;;;;;Henry Booth House;;;;;;;;;;;www.henryboothhouse.org;Scott Perkins;Ms. Newsome;;;;;;; near south_1;;
421060653;CPS_Early_Childhood_Portal_scrape.csv;Abraham Lincoln Center Near South;4210 S. Berkley;;4513360;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;; near south_1;0.5999247271358675;no
340160625;DFSS_AgencySiteLies_2012.csv;Albany Park Community Center Ainslie;3401 W. Ainslie;60625;5395907;;;;;;;Albany Park Community Center;;;;;;;;;;;www.apcc-chgo.org;Harold Rice;John DeJulio;;;;;;;ainslie-ainslie)_30;;
340160625;CPS_Early_Childhood_Portal_scrape.csv;Albany Park Community Center - Albany Park Day Care - Ainslie;3401 W Ainslie St;;5395907;;School Age;PART DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ainslie-ainslie)_30;0.7352277004140008;yes
150060651;CPS_Early_Childhood_Portal_scrape.csv;Lutheran Social Services of Illinois - North Austin / LSSI;1500 N Mason Ave;;2371930;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ssi-ssiah_15;;
191060636;CPS_Early_Childhood_Portal_scrape.csv;Lutheran Social Services of Illinois - Englewood Messiah;1910 W 64th ST;;;;Head Start;HALF DAY/FULL DAY;;;;;;;;;;;;;;;;;;;;;;;;ssi-ssiah_15;0.7758750470455401;no
185460608;ECE Chicago Find a School scrape.csv;El Hogar Racine;1854 S. Racine;60608;2430011;;;;;;Lower West Side;;;;;;;;;;;;;CP;;;;;;;;ine_7;;
142060613;CPS_Early_Childhood_Portal_scrape.csv;Blaine;1420 W. Grace;;5345750;;Tuition Based Preschool;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;ine_7;0.47591268347760635;no
142060608;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS PILSEN COMM. ACADEMY;1420 W 17TH STREET;60608;5347675;;;;;;;CHICAGO PUBLIC SCHOOLS;LOWER WEST SIDE;;;;;Dr. Adel M.  Ali;Yes;No;No;;;;;;;;;;; comm. academy_3;;
350060623;chapin_dfss_providers_2011_070212.csv;CHICAGO PUBLIC SCHOOLS LAWNDALE COMM. ACADEMY;3500 W DOUGLAS BLVD;60623;5341635;;;;;;;CHICAGO PUBLIC SCHOOLS;NORTH LAWNDALE;;;;;Ms. Jeannine M. Wolf;Yes;No;No;;;;;;;;;;; comm. academy_3;0.7958223560406473;no
2718;CPS_Early_Childhood_Portal_scrape.csv;Keeper?s Institute Infant/Child Care;2718 W. 59th St.;;4348835;;Community Partnerships;8-11 Hours, varies by facility;;;;;;;;;;;;;;;;;;;;;;;;d care_25;;
430060641;purple_binder_early_childhood.csv;Lydia Home Association - Lydia Learn and Care;4300 W Irving Park Road;60641;7361447;;;;;;;;;;;;;;;;;;;;;;;;;;Child Care;d care_25;0.36206247647722994;no
