Id	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
119222	1	0	4	3	1	1	2	0	3	10	0	2
119223	1	1	0	3	4	1	2	0	2	5	0	2
119224	0	1	1	4	2	2	2	1	1	4	2	2
119225	0	1	0	1	0	2	0	1	0	6	1	1
119226	0	1	2	5	0	0	2	1	3	0	2	2
119227	0	1	3	2	5	0	0	1	1	5	0	1
119228	0	1	0	5	1	1	0	1	2	1	4	2
119229	0	0	3	0	3	0	0	0	2	9	2	0
119230	0	0	1	4	2	2	2	0	2	10	0	1
119231	1	1	3	2	0	2	2	0	1	6	3	2
119232	0	1	4	3	5	2	1	0	1	6	3	2
119233	0	1	0	1	4	2	2	1	1	3	0	1
119234	0	1	5	5	1	1	1	1	5	7	1	2
119235	0	1	0	1	1	0	1	0	5	4	5	2
119236	1	1	3	2	5	1	2	1	0	5	0	1
119237	1	1	5	1	3	0	1	0	1	2	5	2
119238	0	0	2	2	0	1	0	0	1	10	2	1
119239	1	0	3	3	5	2	1	1	3	10	2	2
119240	0	0	4	0	0	0	2	0	0	10	3	0
119241	0	1	1	2	1	0	2	1	0	9	2	1
119242	0	0	0	2	0	0	1	1	0	0	5	2
119243	1	0	1	1	2	1	2	0	5	10	1	0
119244	1	1	5	5	1	0	1	0	2	10	1	0
119245	0	0	3	5	0	2	1	0	0	4	5	0
119246	0	0	1	0	1	1	0	1	5	7	1	1
119247	1	1	0	3	2	2	0	0	2	8	3	2
119248	1	1	5	4	1	1	2	1	2	8	0	1
119249	0	1	2	1	5	0	1	1	3	5	2	1
119250	1	1	4	2	1	1	0	1	3	10	5	1
119251	0	0	2	1	3	1	0	1	4	9	5	2
119252	0	0	3	1	2	0	2	1	2	6	4	2
119253	0	0	4	1	2	0	2	1	5	9	3	0
119254	1	0	2	0	5	1	1	0	4	0	4	0
119255	0	1	4	0	1	0	1	1	3	0	2	0
119256	0	0	1	2	4	1	1	1	2	3	5	2
119257	1	0	1	0	0	2	1	0	3	2	5	1
119258	1	0	1	5	1	1	2	1	1	0	2	1
119259	1	0	5	2	2	2	0	0	3	6	4	0
119260	0	1	2	5	5	1	1	1	2	0	3	1
119261	1	1	5	2	5	1	0	0	5	5	0	2
119262	0	1	1	2	0	1	0	1	2	9	5	2
119263	1	1	4	0	1	0	0	0	3	3	0	2
119264	1	1	1	0	2	2	0	0	2	9	0	0
119265	1	0	1	4	5	0	2	1	5	3	2	1
119266	1	0	2	1	3	2	2	1	4	2	3	0
119267	1	1	4	3	0	0	0	1	5	6	3	0
119268	0	0	0	4	1	1	1	1	1	8	4	0
119269	0	0	4	3	1	0	2	0	0	7	5	0
119270	1	0	4	2	4	0	1	1	0	7	2	1
119271	0	0	1	1	1	0	0	0	3	7	1	1
119272	1	1	0	4	3	2	0	1	2	5	0	1
119273	1	0	1	4	3	1	0	1	3	9	0	2
119274	1	0	1	2	5	2	2	0	5	7	4	0
119275	0	1	5	1	3	0	2	1	1	6	0	2
119276	1	1	1	0	4	0	2	0	3	1	1	2
119277	1	0	3	4	5	0	2	1	0	9	4	2
119278	1	0	3	5	3	1	2	0	5	3	3	1
119279	0	0	1	2	1	0	0	0	2	3	2	2
119280	0	1	2	5	3	2	0	0	1	5	2	2
119281	0	1	0	5	3	1	0	1	0	4	2	1
119282	1	1	1	4	4	1	2	1	2	6	0	1
119283	1	1	3	4	3	2	0	1	5	10	1	0
119284	0	1	0	0	5	1	2	0	4	8	5	1
119285	1	0	2	3	0	0	1	1	5	5	0	1
119286	0	1	2	3	3	1	1	1	4	9	4	2
119287	1	1	3	0	5	2	1	1	1	0	2	1
119288	1	0	5	1	2	0	0	0	1	8	1	0
119289	0	0	2	2	4	0	2	0	4	5	0	1
119290	1	1	5	1	1	0	2	1	4	0	1	2
119291	0	1	1	2	2	1	1	1	3	2	2	1
119292	1	0	2	3	0	2	1	0	3	0	4	0
119293	0	1	0	1	0	1	2	1	2	0	2	0
119294	0	1	4	4	2	2	0	1	5	10	5	0
119295	1	1	3	1	0	1	1	0	2	1	4	2
119296	1	1	5	5	5	2	1	0	5	9	5	0
119297	0	0	4	1	5	1	2	1	1	5	0	2
119298	1	1	2	4	4	1	2	0	3	10	1	2
119299	1	1	3	4	3	0	1	0	2	9	4	1
119300	0	1	1	2	5	0	0	1	3	5	3	0
119301	1	0	4	5	0	2	0	1	4	2	0	2
119302	1	0	0	1	5	0	2	0	0	7	0	0
119303	1	0	1	5	4	0	2	0	4	5	2	1
119304	1	0	4	5	4	1	2	1	4	6	0	0
119305	1	0	3	5	1	0	1	1	0	3	1	1
119306	0	0	1	5	3	2	1	0	2	4	3	0
119307	1	0	1	0	4	2	1	1	3	3	1	0
119308	0	0	2	3	1	0	0	1	3	3	1	2
119309	0	1	5	0	3	1	2	0	0	6	1	2
119310	1	1	3	5	5	1	1	1	1	7	2	2
119311	1	1	2	2	3	1	0	0	3	1	3	0
119312	1	1	4	2	1	2	1	0	2	7	5	0
119313	1	1	0	5	1	0	1	0	4	9	1	1
119314	0	1	2	4	5	2	1	1	3	7	3	0
119315	0	1	0	1	2	2	1	0	4	9	0	1
119316	1	1	3	3	5	2	0	1	4	2	2	2
119317	1	1	2	4	5	0	1	0	1	3	0	2
119318	0	1	0	2	2	1	0	1	1	10	4	1
119319	0	1	5	2	3	2	1	0	5	5	0	0
119320	0	0	2	5	4	0	1	1	4	1	5	2
119321	0	1	0	2	4	2	2	1	4	2	0	1
119322	1	1	2	2	1	0	1	1	1	4	2	0
119323	1	0	1	0	3	1	1	0	3	0	5	1
119324	1	0	3	5	3	1	1	0	1	9	5	1
119325	0	0	0	2	2	1	0	0	5	2	5	1
119326	0	1	2	0	2	0	2	1	5	10	0	0
119327	0	0	2	5	2	2	0	1	5	5	4	1
119328	0	1	3	2	5	2	2	0	2	9	1	2
119329	0	0	3	5	5	2	1	1	4	3	2	0
119330	1	0	2	2	2	1	1	1	1	10	3	2
119331	0	1	2	4	1	0	1	0	0	7	0	2
119332	0	0	5	1	1	1	2	1	1	10	1	0
119333	0	0	3	3	0	0	1	1	5	3	4	1
119334	0	1	2	1	5	0	0	1	0	3	4	1
119335	1	0	3	3	0	2	0	1	0	9	1	2
119336	1	0	4	2	4	1	2	1	4	0	5	0
119337	1	1	1	1	1	1	1	0	1	0	0	0
119338	0	0	3	2	3	0	1	1	5	10	2	0
119339	0	1	5	5	1	2	0	0	3	5	1	1
119340	1	0	5	3	3	2	0	0	4	10	3	2
119341	1	1	3	3	1	1	0	1	4	10	5	0
119342	0	1	2	4	3	2	1	0	5	10	1	1
119343	0	1	5	0	0	2	2	1	2	0	2	2
119344	0	0	4	4	1	1	2	0	1	0	4	1
119345	1	1	2	4	0	0	0	0	5	4	3	1
119346	0	1	2	3	1	1	0	0	3	7	0	0
119347	1	0	2	0	0	1	0	1	2	10	0	0
119348	0	1	1	0	0	1	2	0	4	1	3	0
119349	0	0	4	4	4	1	1	1	0	10	1	1
119350	0	0	5	1	1	1	0	1	2	3	1	0
119351	1	1	0	5	4	1	1	0	1	0	3	1
119352	0	0	5	3	5	0	1	0	2	2	2	2
119353	1	1	2	4	5	2	1	1	4	9	3	0
119354	1	1	2	5	3	0	2	1	4	8	5	2
119355	0	1	2	3	1	2	2	1	2	7	1	0
119356	1	1	2	2	2	2	0	1	4	6	5	2
119357	0	0	1	1	5	2	2	0	5	5	2	1
119358	0	1	0	4	0	2	0	0	1	6	3	1
119359	1	0	2	3	2	0	0	0	1	5	5	1
119360	0	1	0	2	0	2	0	0	0	6	2	1
119361	1	0	1	0	3	1	0	1	3	10	5	0
119362	0	1	3	0	2	2	0	0	1	7	3	2
119363	1	0	0	3	4	1	1	0	3	9	3	1
119364	0	1	1	4	1	0	1	1	2	7	0	0
119365	1	0	0	3	5	2	0	0	3	6	1	0
119366	0	0	4	2	5	0	2	1	0	7	3	0
119367	0	1	2	0	1	2	2	1	5	4	0	2
119368	0	1	4	0	0	2	1	1	1	7	1	1
119369	0	1	0	4	3	2	1	0	4	2	5	2
119370	1	1	3	3	2	1	1	0	5	5	0	2
119371	0	1	2	2	2	1	2	0	3	0	5	2
119372	1	1	1	4	5	1	1	1	0	6	0	2
119373	0	1	1	5	4	0	0	0	5	3	5	2
119374	0	0	2	1	3	1	2	0	1	0	4	1
119375	0	1	4	5	4	2	2	0	4	7	0	2
119376	0	1	1	0	5	1	1	0	1	0	2	2
119377	1	1	5	5	3	2	0	1	3	8	1	1
119378	0	0	3	5	4	2	1	0	2	2	2	2
119379	1	0	5	4	2	2	2	0	3	1	2	2
119380	0	1	5	4	2	0	2	1	2	4	1	0
119381	1	0	5	0	5	2	0	0	3	0	4	1
119382	0	0	1	3	5	1	2	1	4	10	4	2
119383	1	1	4	5	5	1	0	0	2	10	3	2
119384	1	0	0	4	3	1	0	0	3	8	1	1
119385	0	0	5	0	2	2	0	1	4	1	3	1
119386	0	1	4	5	5	1	2	1	2	9	3	2
119387	0	1	0	5	0	0	2	1	5	4	2	1
119388	1	1	5	3	2	2	2	1	0	10	1	2
119389	0	1	2	4	4	0	1	0	5	1	3	0
119390	1	1	5	5	2	1	0	0	3	7	2	1
119391	1	0	4	0	0	0	1	1	5	0	4	0
119392	1	1	4	3	4	2	0	1	4	1	5	0
119393	0	1	3	5	2	0	2	0	1	2	3	1
119394	1	0	1	5	5	2	1	1	4	1	2	2
119395	1	0	5	3	2	2	1	1	2	3	5	2
119396	1	1	2	5	5	1	0	1	2	7	4	0
119397	1	1	0	0	2	2	0	1	2	3	3	0
119398	1	0	1	1	4	2	1	1	4	8	0	0
119399	1	1	5	5	0	1	1	1	0	4	0	0
119400	0	1	5	2	1	0	0	1	3	6	5	2
119401	0	1	1	0	2	1	0	0	2	5	3	2
119402	1	0	3	5	4	0	2	0	2	1	0	2
119403	0	0	1	5	5	0	2	1	1	1	1	2
119404	1	0	4	2	2	0	2	1	2	9	4	0
119405	1	0	3	0	2	0	0	1	4	6	1	0
119406	1	1	2	2	2	1	1	1	4	4	1	0
119407	1	1	0	2	1	0	1	0	0	4	5	1
119408	1	1	3	1	1	0	2	0	1	2	4	1
119409	0	1	1	4	4	0	1	1	2	6	5	1
119410	0	0	0	0	3	0	2	0	0	7	0	1
119411	1	1	0	4	3	2	0	0	3	10	5	0
119412	0	1	4	0	1	0	2	1	5	7	4	1
119413	1	0	5	2	5	1	1	0	3	3	2	2
119414	0	1	2	1	5	0	0	1	5	1	2	0
119415	1	0	3	5	3	1	1	0	5	7	0	0
119416	1	1	4	3	5	1	1	1	1	1	3	0
119417	1	1	4	3	1	1	2	1	4	3	0	0
119418	1	0	1	0	3	2	0	1	0	7	4	2
119419	1	0	3	4	4	0	1	1	3	7	2	0
119420	1	0	3	5	4	2	2	0	5	2	5	2
119421	1	1	4	2	1	1	2	0	5	1	0	1
119422	0	0	1	4	3	0	1	0	0	10	0	1
119423	1	1	5	5	4	0	1	1	1	5	0	0
119424	0	0	0	3	2	1	1	1	4	1	1	2
119425	1	1	4	5	3	0	2	1	1	8	0	1
119426	1	0	2	5	5	0	2	1	1	3	0	1
119427	1	1	0	1	5	1	2	1	4	10	5	2
119428	0	0	5	2	0	2	0	1	4	3	2	0
119429	0	0	5	4	4	0	0	0	0	5	5	2
119430	0	0	5	3	4	2	2	1	4	0	0	0
119431	1	0	1	2	2	2	1	0	3	5	1	2
119432	1	0	5	1	2	1	2	1	2	1	1	2
119433	0	0	3	4	4	2	2	0	2	9	4	0
119434	1	0	1	3	3	2	1	0	0	3	0	1
119435	1	1	4	2	3	2	2	1	1	6	3	2
119436	0	0	4	4	2	2	0	0	5	5	3	2
119437	1	1	5	0	2	1	1	0	3	8	2	0
119438	0	0	1	3	5	2	0	1	5	10	2	1
119439	0	1	4	2	0	1	0	0	3	2	3	0
119440	1	1	0	0	1	0	2	0	0	10	2	1
119441	1	1	3	3	0	0	0	0	3	0	4	0
119442	0	0	5	5	5	1	0	1	4	7	0	1
119443	1	1	3	4	4	2	2	1	2	6	2	1
119444	1	0	0	4	5	0	1	1	4	6	5	0
119445	1	0	5	0	0	1	0	1	4	7	4	2
119446	0	1	2	4	3	0	0	1	0	8	4	1
119447	0	1	0	5	0	0	1	0	5	4	2	2
119448	0	0	2	3	2	1	0	0	1	2	2	1
119449	0	0	1	1	0	1	0	1	2	10	4	0
119450	1	0	2	2	5	1	1	1	1	2	2	1
119451	0	1	2	0	1	0	0	0	4	5	4	1
119452	0	0	0	1	3	0	0	1	0	3	0	1
119453	0	1	5	3	4	1	0	0	5	5	3	0
119454	0	0	1	2	4	2	0	0	3	2	0	0
119455	1	1	4	5	1	0	2	0	5	5	5	2
119456	0	0	5	1	3	1	1	1	5	7	0	2
119457	0	1	4	5	3	2	1	1	2	9	5	1
119458	0	1	4	5	1	2	0	1	5	3	0	0
119459	0	0	5	2	3	1	0	0	4	10	3	1
119460	1	0	0	1	3	2	2	1	3	0	4	0
119461	0	0	4	0	2	2	1	1	2	6	4	1
119462	0	1	1	1	0	1	2	0	4	10	5	1
119463	1	1	4	2	4	2	0	1	5	2	3	2
119464	0	0	5	1	4	0	0	1	3	9	4	2
119465	0	0	4	0	0	2	1	0	0	10	0	2
119466	0	0	3	1	0	0	2	1	1	4	4	2
119467	1	0	2	3	0	2	0	0	4	0	1	2
119468	0	0	1	2	0	2	0	1	3	2	5	1
119469	0	0	5	5	0	2	0	1	5	3	5	0
119470	0	0	2	4	4	1	0	1	5	0	3	0
119471	0	0	3	1	5	2	0	1	1	10	2	0
119472	1	0	5	4	0	1	0	1	4	9	0	1
119473	0	0	5	4	3	2	2	1	0	3	4	0
119474	1	1	5	1	3	2	1	1	1	0	0	1
119475	1	1	4	1	1	1	2	0	2	8	0	0
119476	0	1	3	2	3	1	2	1	2	5	4	1
119477	1	1	5	0	1	1	1	1	3	8	3	0
119478	0	1	3	4	1	1	2	0	3	5	2	2
119479	0	0	5	4	3	1	0	0	3	8	0	2
119480	1	1	2	5	5	0	2	1	4	9	5	2
119481	1	0	3	2	1	1	2	0	2	2	1	1
119482	0	0	2	2	3	0	2	1	2	7	0	0
119483	0	0	2	5	4	0	0	0	3	1	3	1
119484	0	0	4	5	0	1	1	0	3	6	5	1
119485	1	1	4	3	5	1	1	1	0	9	1	2
119486	1	0	4	1	5	2	1	1	5	3	0	1
119487	0	0	4	4	5	1	1	1	5	9	0	2
119488	0	1	1	4	3	0	2	1	2	3	0	1
119489	1	0	1	3	4	2	1	0	2	2	3	1
119490	1	1	3	0	4	1	0	1	3	9	0	2
119491	1	0	0	5	1	2	1	0	4	4	2	1
119492	1	1	3	3	4	1	2	1	1	9	5	2
119493	0	1	5	5	1	2	0	0	1	3	2	0
119494	0	0	2	1	3	1	0	0	4	8	2	0
119495	0	0	4	5	0	2	2	0	3	9	5	2
119496	1	1	5	1	3	1	0	1	4	5	3	2
119497	0	1	0	3	0	0	0	0	4	5	0	1
119498	0	0	1	5	2	2	2	1	0	2	2	1
119499	0	0	3	4	3	0	2	0	1	1	2	1
119500	1	0	1	3	5	0	1	0	4	0	2	2
119501	0	0	1	2	3	0	0	1	5	0	2	2
119502	1	1	4	2	5	1	1	1	4	8	1	0
119503	0	0	4	2	5	1	0	1	4	2	2	0
119504	0	1	5	4	4	0	2	1	3	0	4	0
119505	0	1	5	1	3	2	0	1	2	7	4	2
119506	1	1	1	0	3	1	2	0	4	3	1	0
119507	1	1	1	0	4	2	0	0	3	0	3	1
119508	1	0	2	4	4	1	0	1	2	8	1	0
119509	0	0	1	1	2	1	1	1	4	6	2	0
119510	1	0	5	1	4	1	2	0	3	7	4	0
119511	0	1	5	3	2	0	1	1	5	7	3	2
119512	1	0	2	5	5	0	0	1	2	6	3	1
119513	1	0	1	4	5	2	1	0	0	6	0	1
119514	1	0	2	3	0	1	1	1	0	4	0	1
119515	1	1	5	2	1	1	2	0	1	2	4	1
119516	0	1	1	3	0	1	0	1	2	2	5	2
119517	1	1	2	0	1	2	0	1	1	7	0	0
119518	0	0	2	0	2	1	2	0	0	1	5	2
119519	0	0	0	5	4	2	2	0	2	5	5	1
119520	1	0	3	3	5	2	2	1	1	10	0	1
119521	0	0	5	1	0	0	0	1	1	6	3	1
119522	0	0	1	3	1	0	0	0	2	7	5	2
119523	1	0	4	4	1	2	2	0	0	7	2	2
119524	0	0	2	4	0	0	2	0	0	2	1	1
119525	1	0	5	4	1	0	2	0	1	5	3	0
119526	1	0	0	1	5	0	1	1	4	4	2	2
119527	0	0	4	2	4	1	2	1	1	10	3	0
119528	0	1	4	2	2	0	1	1	4	10	5	2
119529	0	0	1	0	2	2	1	1	2	0	3	1
119530	1	1	0	5	5	0	2	0	5	3	3	1
119531	1	0	1	3	5	2	2	1	1	2	3	2
119532	1	1	4	3	3	0	2	0	3	8	5	1
119533	0	1	4	1	3	0	1	1	0	8	5	0
119534	1	0	0	0	5	1	1	1	4	6	4	1
119535	0	0	4	5	5	0	2	1	0	2	1	0
119536	1	0	3	2	1	2	2	1	2	1	2	0
119537	0	1	1	3	5	2	1	1	2	7	5	1
119538	1	1	1	3	4	1	2	1	4	2	4	0
119539	1	1	3	4	2	2	1	0	2	1	5	0
119540	1	0	5	2	5	1	2	0	0	4	2	2
119541	0	0	3	4	5	0	2	1	5	10	4	0
119542	1	0	0	3	3	1	2	0	1	8	4	1
119543	0	1	0	1	5	0	1	0	1	10	0	0
119544	0	0	1	4	5	2	0	0	5	5	1	0
119545	0	0	2	5	5	2	0	1	4	0	2	0
119546	1	0	2	1	3	0	1	0	0	9	5	2
119547	1	0	5	5	0	2	2	1	0	7	2	1
119548	0	1	2	5	3	2	1	1	4	9	1	2
119549	0	1	5	2	0	1	0	0	1	3	3	2
119550	1	0	1	4	3	0	0	1	2	5	4	2
119551	0	1	4	2	5	2	1	1	1	8	4	1
119552	0	0	2	5	0	2	0	0	2	1	1	2
119553	0	0	0	3	5	0	0	0	3	0	0	2
119554	1	0	2	5	0	2	1	0	3	4	1	1
119555	0	0	3	3	2	0	2	1	2	3	1	0
119556	0	1	1	3	0	0	1	1	2	6	0	0
119557	0	1	1	2	1	1	2	1	5	0	2	2
119558	1	1	3	1	3	1	1	0	5	4	3	0
119559	1	1	0	0	0	0	2	0	2	9	4	1
119560	1	0	3	4	1	2	0	1	4	4	2	2
119561	0	1	1	1	1	2	0	1	4	1	5	2
119562	0	1	4	5	2	2	0	1	2	9	4	1
119563	1	1	4	4	3	2	2	1	0	8	2	1
119564	1	1	4	1	5	1	1	1	4	6	0	1
119565	0	1	4	0	4	0	1	1	0	9	1	1
119566	0	0	0	0	1	0	2	1	1	4	0	1
119567	1	1	3	4	0	0	0	0	1	0	5	2
119568	1	1	2	4	4	2	1	1	0	2	5	2
119569	1	1	1	2	4	2	2	1	5	0	3	2
119570	1	1	2	2	3	0	1	0	2	10	1	0
119571	1	0	1	5	5	0	0	0	4	10	0	0
119572	1	1	2	4	1	0	2	1	5	3	5	1
119573	0	0	5	4	5	2	1	1	1	10	1	2
119574	1	0	1	0	3	2	2	1	4	4	5	1
119575	1	0	5	3	5	2	1	1	0	4	4	1
119576	1	0	5	3	0	0	1	1	3	5	1	2
119577	1	1	2	4	3	0	2	0	3	8	1	0
119578	1	0	4	0	5	2	0	0	3	6	2	1
119579	1	1	3	5	4	0	1	1	5	9	4	0
119580	0	0	5	5	3	0	2	0	5	6	2	0
119581	1	0	4	2	2	0	2	0	4	8	1	1
119582	1	1	1	3	4	2	2	0	2	3	2	1
119583	1	1	4	5	3	0	0	0	0	2	4	2
119584	1	0	3	5	0	1	1	1	3	7	0	2
119585	0	0	3	0	1	2	1	0	5	8	0	0
119586	0	1	4	3	0	1	2	1	2	5	4	2
119587	1	0	5	0	4	1	2	0	4	7	4	1
119588	0	1	3	5	1	1	2	0	4	9	4	1
119589	0	0	4	1	3	0	0	1	0	7	2	1
119590	1	1	4	0	5	1	1	1	1	5	4	0
119591	0	0	2	0	5	2	1	1	5	1	0	1
119592	1	0	3	3	1	2	2	1	2	2	0	1
119593	1	1	5	4	2	2	0	1	2	1	3	1
119594	0	1	1	1	2	2	1	1	3	7	0	1
119595	0	0	1	2	5	1	2	0	4	8	1	2
119596	1	1	0	4	3	0	2	0	2	6	3	0
119597	1	1	3	3	1	2	2	1	1	0	5	2
119598	1	0	2	3	2	2	1	0	0	9	5	0
119599	0	0	0	0	1	2	0	0	0	5	2	2
119600	0	0	3	4	0	0	1	1	5	7	5	2
119601	0	1	3	1	5	1	0	0	0	8	4	1
119602	0	0	3	3	5	0	0	1	1	1	0	1
119603	0	1	5	0	5	0	2	1	3	5	0	1
119604	0	0	2	3	0	0	0	1	3	3	5	1
119605	1	1	2	5	0	2	0	0	4	6	1	0
119606	0	1	1	1	5	2	1	1	2	6	0	0
119607	1	1	4	1	1	0	1	0	3	8	2	1
119608	0	1	2	4	5	0	1	0	1	1	4	1
119609	0	1	2	3	1	0	2	0	4	8	1	2
119610	0	0	0	1	2	0	0	1	1	6	1	0
119611	1	1	3	5	5	1	2	1	4	6	1	1
119612	0	0	2	2	2	2	0	1	1	2	4	2
119613	1	1	5	3	5	2	1	1	1	0	5	2
119614	0	0	0	1	0	1	1	1	3	5	3	0
119615	0	1	3	5	5	2	0	0	1	7	4	1
119616	1	1	2	1	4	0	2	0	0	10	5	0
119617	0	0	1	5	1	1	2	1	1	1	4	2
119618	1	0	1	2	3	2	1	1	0	3	2	0
119619	1	0	1	2	4	1	0	1	5	5	4	2
119620	0	0	2	5	1	2	2	1	2	5	1	1
119621	0	1	0	0	5	0	1	0	1	5	4	2
119622	0	0	5	0	0	2	0	1	3	9	1	1
119623	1	0	2	2	1	2	1	0	4	2	2	2
119624	1	0	4	4	3	1	1	1	4	0	1	2
119625	1	0	1	2	5	2	0	1	1	5	3	2
119626	1	1	3	3	5	0	1	1	3	3	5	2
119627	1	1	3	1	3	0	0	0	0	4	4	0
119628	0	1	5	2	2	0	2	1	3	10	2	1
119629	1	1	3	5	0	1	0	1	2	1	2	0
119630	1	0	5	2	4	0	1	0	1	9	0	2
119631	0	0	0	5	4	2	1	0	2	0	1	0
119632	0	0	0	4	1	2	1	0	4	8	1	2
119633	0	0	2	4	3	0	2	0	5	8	4	0
119634	1	0	5	1	1	2	0	1	3	7	4	2
119635	0	1	2	1	0	2	2	0	4	7	2	1
119636	1	1	0	0	1	1	1	1	2	10	0	0
119637	0	1	2	1	0	1	0	1	3	10	0	2
119638	1	1	2	0	4	2	2	0	5	7	0	0
119639	0	1	0	5	2	0	0	0	0	10	5	0
119640	1	1	3	1	2	2	1	0	4	9	0	2
119641	1	1	0	3	3	0	0	1	5	0	2	1
119642	1	1	5	5	2	2	2	1	3	5	0	2
119643	1	1	0	4	1	1	1	1	1	10	4	0
119644	1	0	1	1	2	0	2	0	0	2	4	1
119645	1	0	4	5	2	1	1	0	0	7	2	0
119646	1	0	3	3	1	1	0	1	0	10	2	2
119647	1	1	5	2	0	0	0	0	3	10	0	1
119648	1	1	2	3	5	1	1	1	3	9	0	2
119649	1	0	2	4	0	2	2	1	5	5	1	0
119650	1	0	1	5	1	0	2	0	0	3	0	1
119651	0	0	5	1	1	0	2	0	2	6	0	0
119652	0	1	2	2	2	1	2	1	4	0	5	2
119653	0	1	2	2	0	1	1	1	1	2	3	1
119654	1	1	2	0	4	1	1	1	5	5	4	2
119655	1	0	3	1	1	1	0	1	3	4	3	0
119656	1	1	0	2	5	0	2	0	0	5	4	1
119657	0	0	0	0	5	2	1	0	3	5	5	1
119658	1	1	1	4	1	1	1	0	1	9	4	2
119659	0	0	5	4	0	0	2	0	4	5	0	1
119660	0	1	2	1	2	2	1	1	1	0	2	2
119661	0	0	3	4	5	2	0	0	2	3	1	2
119662	1	1	2	5	4	2	1	1	3	1	0	0
119663	1	0	0	2	2	0	0	1	2	9	2	2
119664	1	0	3	5	1	0	0	0	1	5	1	2
119665	0	1	5	5	2	1	1	0	4	4	0	2
119666	0	1	1	0	0	1	2	1	0	0	3	2
119667	0	1	5	4	2	0	0	0	0	0	2	2
119668	0	1	4	3	5	1	1	0	0	5	0	0
119669	1	0	2	0	3	1	2	0	3	1	5	2
119670	0	0	5	2	5	0	1	1	3	1	1	1
119671	1	0	3	0	5	2	0	0	4	6	0	1
119672	1	1	4	2	3	1	0	0	4	5	0	2
119673	0	0	1	1	2	2	0	0	5	4	5	0
119674	1	1	4	0	2	2	0	0	0	6	1	0
119675	0	1	3	1	3	1	0	0	4	4	5	0
119676	0	0	0	0	1	0	1	0	5	6	0	2
119677	0	1	2	0	4	0	2	1	0	2	4	0
119678	0	1	0	4	2	2	1	1	4	7	3	1
119679	0	0	4	5	1	2	0	1	5	5	5	1
119680	1	0	1	0	2	0	0	0	4	7	3	0
119681	1	1	3	2	2	1	2	0	2	9	5	2
119682	1	0	1	5	5	1	2	0	4	6	3	1
119683	0	1	5	3	3	1	1	1	3	9	1	0
119684	1	1	5	4	4	1	1	1	0	4	4	2
119685	1	0	4	4	2	0	0	1	2	3	0	2
119686	0	0	4	5	4	1	2	1	5	1	3	0
119687	1	1	3	1	4	1	0	1	2	0	5	2
119688	0	0	5	1	5	2	0	1	0	7	1	1
119689	0	0	2	2	2	1	1	0	4	4	0	2
119690	0	1	0	2	1	1	2	1	1	10	2	0
119691	1	1	0	4	2	0	1	0	0	9	2	2
119692	0	1	3	1	5	2	2	0	0	1	3	0
119693	0	0	4	1	3	0	2	1	3	2	1	0
119694	1	1	2	5	1	0	2	0	3	7	5	0
119695	1	0	1	4	3	1	0	0	4	0	3	2
119696	1	1	3	1	0	0	1	1	2	1	4	0
119697	1	0	3	3	2	0	0	0	5	0	0	0
119698	0	1	2	0	5	2	1	0	1	9	0	1
119699	0	1	2	3	4	0	2	1	4	6	5	1
119700	1	1	4	1	2	0	1	1	0	4	5	0
119701	0	0	4	5	4	2	1	0	5	3	0	1
119702	0	1	1	2	1	2	0	0	0	9	0	1
119703	1	0	5	2	2	0	0	0	5	6	2	0
119704	1	0	4	0	2	2	2	1	0	9	3	0
119705	1	1	2	1	4	1	2	1	2	8	0	1
119706	0	0	0	0	1	0	2	0	0	0	5	2
119707	0	1	1	1	0	0	0	0	1	7	3	2
119708	1	0	5	0	5	1	1	1	4	8	2	2
119709	0	0	4	5	5	0	0	1	0	0	2	1
119710	1	1	5	0	2	0	1	0	5	6	4	2
119711	1	1	3	1	4	2	0	1	2	7	3	0
119712	0	0	5	3	1	0	1	1	5	0	5	1
119713	1	0	3	3	2	1	0	0	0	9	5	0
119714	1	1	4	4	2	1	0	0	4	2	3	1
119715	1	0	0	3	1	1	0	0	2	2	1	0
119716	1	0	4	0	3	0	2	1	0	10	1	2
119717	0	0	1	4	3	1	0	0	3	4	1	2
119718	0	0	1	0	4	0	0	1	4	5	5	1
119719	0	1	1	1	2	1	1	0	5	7	5	0
119720	1	0	3	4	4	2	2	1	1	7	2	1
119721	1	0	0	2	1	0	2	1	3	2	0	1
119722	1	0	0	1	4	2	1	1	0	1	5	0
119723	1	0	4	1	1	2	2	1	2	0	2	2
119724	1	0	0	0	5	2	0	1	3	8	3	0
119725	1	0	5	0	4	0	1	0	1	6	3	0
119726	1	0	1	1	4	2	1	0	4	1	1	1
119727	0	0	5	5	0	0	2	0	2	3	1	1
119728	1	0	1	2	2	0	0	1	3	7	4	0
119729	0	1	1	4	0	0	1	0	5	3	0	2
119730	0	1	5	2	5	2	2	1	0	5	5	1
119731	0	0	2	3	0	0	0	1	2	0	3	2
119732	0	0	1	3	5	1	0	0	5	6	0	1
119733	1	0	0	4	4	1	1	0	0	9	4	0
119734	0	1	2	5	5	2	1	0	2	9	5	0
119735	0	1	3	1	0	0	2	0	1	6	1	1
119736	0	1	4	2	5	1	2	1	4	3	0	2
119737	1	0	4	4	5	0	0	0	3	8	5	1
